datetime,Accelerometer1RMS,Accelerometer2RMS,Current,Pressure,Temperature,Thermocouple,Voltage,Volume Flow RateRMS,anomaly,changepoint
2020-02-08 13:31:21,0.204736,0.278102,2.77016,0.382638,90.0953,26.7819,228.359,122.33,,
2020-02-08 13:31:23,0.203209,0.27863,1.31055,0.382638,90.4612,26.7941,219.596,122.338,,
2020-02-08 13:31:24,0.204798,0.277275,2.24865,0.054711,90.0038,26.7975,229.851,122.0,,
2020-02-08 13:31:25,0.202678,0.278963,2.51809,0.382638,89.7599,26.7872,238.746,121.338,,
2020-02-08 13:31:26,0.202514,0.277934,2.23856,0.054711,89.8137,26.7881,230.072,121.338,,
2020-02-08 13:31:27,0.205305,0.277777,3.01399,0.054711,89.751,26.7888,248.096,121.664,,
2020-02-08 13:31:28,0.202708,0.277962,2.5557,0.382638,89.8659,26.7977,210.159,121.338,,
2020-02-08 13:31:29,0.204296,0.277542,1.62674,0.382638,89.8432,26.7977,202.382,121.664,,
2020-02-08 13:31:30,0.202731,0.276509,2.15924,0.382638,89.8195,26.7962,239.986,121.338,,
2020-02-08 13:31:31,0.203669,0.278663,1.84846,0.054711,89.7277,26.7947,228.915,121.664,,
2020-02-08 13:31:32,0.203663,0.2761909999999999,3.1673,0.382638,89.8594,26.8003,251.605,121.338,,
2020-02-08 13:31:33,0.203036,0.278491,2.64566,0.382638,89.9107,26.7972,228.366,122.33,,
2020-02-08 13:31:34,0.204416,0.27635,1.76469,0.054711,89.8709,26.7924,216.731,122.338,,
2020-02-08 13:31:35,0.203509,0.279235,2.7498400000000003,-0.2732159999999999,89.824,26.8006,239.542,122.0,,
2020-02-08 13:31:36,0.204446,0.276234,2.75223,0.382638,89.8856,26.7976,223.852,122.0,,
2020-02-08 13:31:38,0.204058,0.27864,1.36868,-0.2732159999999999,89.8742,26.7966,205.815,122.0,,
2020-02-08 13:31:39,0.205154,0.279031,2.87523,-0.2732159999999999,89.8684,26.7966,236.805,122.0,,
2020-02-08 13:31:40,0.204915,0.277038,1.78604,0.054711,89.8557,26.7922,243.337,122.0,,
2020-02-08 13:31:41,0.2054119999999999,0.2802139999999999,2.5775900000000003,0.054711,89.8168,26.7936,233.617,122.0,,
2020-02-08 13:31:42,0.205554,0.278775,3.13614,0.054711,90.0161,26.7908,243.49,121.664,,
2020-02-08 13:31:43,0.205026,0.279226,2.52455,0.054711,89.90100000000001,26.7969,228.651,122.0,,
2020-02-08 13:31:44,0.206054,0.278101,3.03977,0.382638,89.8675,26.7957,236.08,122.0,,
2020-02-08 13:31:45,0.203714,0.279547,1.33627,0.054711,89.7522,26.7973,209.474,122.0,,
2020-02-08 13:31:46,0.206051,0.2782659999999999,2.11862,-0.2732159999999999,89.8417,26.8012,248.634,122.0,,
2020-02-08 13:31:47,0.203428,0.278327,2.87461,-0.2732159999999999,89.7504,26.8012,237.24400000000003,122.0,,
2020-02-08 13:31:48,0.205279,0.278498,2.74856,0.382638,89.9381,26.7952,205.368,121.338,,
2020-02-08 13:31:49,0.204586,0.277212,1.99864,0.382638,89.7993,26.7943,237.86900000000003,121.664,,
2020-02-08 13:31:50,0.20377,0.278199,1.87505,0.054711,89.8742,26.7992,229.812,122.664,,
2020-02-08 13:31:51,0.208436,0.278611,2.80677,0.054711,89.9575,26.7948,229.142,122.338,,
2020-02-08 13:31:53,0.204547,0.2777949999999999,2.87825,0.054711,89.5755,26.8008,210.683,122.0,,
2020-02-08 13:31:54,0.205064,0.278055,2.11348,-0.2732159999999999,89.7756,26.8002,229.512,122.0,,
2020-02-08 13:31:55,0.2036099999999999,0.277129,2.3098,-0.2732159999999999,89.8358,26.8026,248.656,122.664,,
2020-02-08 13:31:56,0.203973,0.276913,2.6853,0.054711,89.8222,26.7962,228.333,122.0,,
2020-02-08 13:31:57,0.2049659999999999,0.278157,1.97398,0.054711,89.7412,26.802,224.162,122.0,,
2020-02-08 13:31:58,0.204706,0.275993,2.18696,0.054711,89.9115,26.7957,222.838,122.664,,
2020-02-08 13:31:59,0.20499,0.278357,2.96175,0.382638,89.9019,26.7978,201.948,122.338,,
2020-02-08 13:32:00,0.204075,0.276407,2.69564,0.382638,89.756,26.7978,225.571,122.0,,
2020-02-08 13:32:01,0.205391,0.278236,2.66088,0.382638,89.8041,26.8019,222.766,122.0,,
2020-02-08 13:32:02,0.203668,0.2777469999999999,2.64017,0.382638,89.6118,26.8032,230.108,122.0,,
2020-02-08 13:32:03,0.205614,0.27817,2.83891,0.054711,89.6402,26.8058,227.922,122.0,,
2020-02-08 13:32:04,0.203349,0.278403,2.67796,0.054711,89.9006,26.8003,230.898,122.0,,
2020-02-08 13:32:05,0.205406,0.277927,2.07956,0.382638,89.9164,26.8,230.05,122.664,,
2020-02-08 13:32:07,0.20352,0.2781,2.54928,0.054711,89.78299999999999,26.8085,217.096,123.0,,
2020-02-08 13:32:08,0.204262,0.277455,2.73695,0.054711,90.065,26.8085,230.621,122.338,,
2020-02-08 13:32:09,0.2041359999999999,0.27641,2.64197,0.054711,90.1214,26.8039,231.072,122.664,,
2020-02-08 13:32:10,0.20356,0.277627,2.45406,-0.2732159999999999,90.3278,26.8041,228.854,122.338,,
2020-02-08 13:32:11,0.204905,0.276545,2.87075,0.054711,89.7754,26.8038,243.416,122.0,,
2020-02-08 13:32:12,0.202388,0.276,2.9842,-0.2732159999999999,90.296,26.8069,248.741,122.0,,
2020-02-08 13:32:13,0.202364,0.276562,1.04274,0.054711,90.2016,26.8103,214.957,122.0,,
2020-02-08 13:32:14,0.204524,0.277123,2.32455,0.382638,90.3584,26.81,249.142,122.0,,
2020-02-08 13:32:15,0.203068,0.276683,2.55853,0.382638,90.3137,26.8082,229.502,122.0,,
2020-02-08 13:32:16,0.204499,0.277917,2.71446,0.382638,90.4984,26.8082,231.71400000000003,122.664,,
2020-02-08 13:32:17,0.203337,0.275217,2.61029,0.054711,90.4481,26.8091,225.384,122.338,,
2020-02-08 13:32:18,0.205205,0.279055,2.79934,0.382638,90.4338,26.7986,229.033,122.664,,
2020-02-08 13:32:19,0.204012,0.275675,2.76978,-0.601143,90.289,26.8125,233.292,122.338,,
2020-02-08 13:32:20,0.2053309999999999,0.279089,2.05837,0.054711,90.2649,26.8129,210.06,122.0,,
2020-02-08 13:32:21,0.203863,0.276681,1.08362,0.054711,90.3344,26.8142,206.001,122.0,,
2020-02-08 13:32:22,0.205582,0.279575,2.40515,-0.2732159999999999,90.2484,26.8117,235.349,122.0,,
2020-02-08 13:32:23,0.203586,0.277762,2.66971,0.054711,90.3044,26.8051,222.58900000000003,122.0,,
2020-02-08 13:32:24,0.2051,0.278415,2.03534,-0.2732159999999999,90.4992,26.8152,219.222,122.664,,
2020-02-08 13:32:25,0.203779,0.278328,2.72189,-0.2732159999999999,90.5618,26.8152,230.775,122.338,,
2020-02-08 13:32:27,0.2046619999999999,0.2771889999999999,2.17013,0.382638,90.3811,26.8069,233.078,122.664,,
2020-02-08 13:32:28,0.204263,0.278403,2.3254900000000003,0.054711,90.2858,26.8156,234.438,122.338,,
2020-02-08 13:32:29,0.20339,0.2781079999999999,2.38788,0.054711,90.668,26.814,222.054,122.664,,
2020-02-08 13:32:30,0.2052449999999999,0.277846,2.36628,0.382638,90.5561,26.8028,225.601,122.338,,
2020-02-08 13:32:31,0.20555,0.2781949999999999,1.29437,0.054711,90.5115,26.8167,214.051,123.0,,
2020-02-08 13:32:32,0.202549,0.2772989999999999,2.77203,0.054711,90.681,26.8148,229.392,123.0,,
2020-02-08 13:32:33,0.204775,0.277878,2.7275,0.382638,90.4469,26.8188,229.117,123.0,,
2020-02-08 13:32:34,0.203632,0.275705,2.18494,0.054711,90.6059,26.8086,203.506,123.0,,
2020-02-08 13:32:35,0.2052679999999999,0.279317,2.6858,0.382638,90.5195,26.8256,236.601,123.0,,
2020-02-08 13:32:36,0.204591,0.275122,2.52917,0.382638,90.5916,26.8256,234.188,122.338,,
2020-02-08 13:32:37,0.204725,0.278707,2.37097,0.054711,90.447,26.814,226.539,122.0,,
2020-02-08 13:32:38,0.203228,0.276615,2.14538,0.054711,90.4914,26.8091,240.822,122.0,,
2020-02-08 13:32:39,0.204704,0.277305,2.74666,-0.2732159999999999,90.3021,26.8136,233.775,122.664,,
2020-02-08 13:32:40,0.20304,0.277885,2.64531,0.054711,90.4547,26.8129,230.213,121.677,,
2020-02-08 13:32:42,0.205208,0.278326,2.6575,0.054711,90.6837,26.8237,229.546,122.33,,
2020-02-08 13:32:43,0.203183,0.277534,2.70108,-0.2732159999999999,90.0424,26.8246,233.04,122.338,,
2020-02-08 13:32:44,0.2044369999999999,0.277995,2.29387,0.054711,89.9655,26.8228,228.859,122.0,,
2020-02-08 13:32:45,0.203243,0.277129,2.43776,0.054711,90.4068,26.8239,220.388,122.664,,
2020-02-08 13:32:46,0.204131,0.277459,2.24534,-0.601143,90.393,26.8186,241.818,122.664,,
2020-02-08 13:32:47,0.202955,0.277981,2.6749400000000003,0.054711,89.9171,26.8168,232.726,123.0,,
2020-02-08 13:32:48,0.204423,0.277516,2.07212,0.054711,90.0046,26.8168,228.899,122.338,,
2020-02-08 13:32:49,0.201775,0.277708,2.56511,0.054711,90.2871,26.8168,241.517,122.664,,
2020-02-08 13:32:50,0.205429,0.278047,1.6606599999999998,0.054711,89.9526,26.8205,223.521,122.338,,
2020-02-08 13:32:51,0.2020549999999999,0.277117,2.19042,-0.2732159999999999,89.9453,26.8205,216.785,122.0,,
2020-02-08 13:32:52,0.205123,0.278203,2.06163,0.054711,90.0047,26.8317,234.152,122.664,,
2020-02-08 13:32:53,0.202957,0.276593,2.54181,0.054711,90.2512,26.8303,238.145,122.338,,
2020-02-08 13:32:54,0.204743,0.2791369999999999,2.23195,0.054711,90.6456,26.8248,222.02,122.0,,
2020-02-08 13:32:56,0.204097,0.275163,2.09517,0.054711,90.0079,26.8248,238.812,122.0,,
2020-02-08 13:32:57,0.205027,0.2793719999999999,1.74998,0.382638,89.8855,26.8332,215.278,122.0,,
2020-02-08 13:32:58,0.203742,0.276845,2.47135,0.382638,90.0653,26.8332,237.742,122.0,,
2020-02-08 13:32:59,0.2052679999999999,0.278959,2.79573,-0.2732159999999999,90.1232,26.8312,237.045,122.0,,
2020-02-08 13:33:00,0.204262,0.277242,1.805,0.054711,90.0491,26.8306,222.509,122.0,,
2020-02-08 13:33:01,0.204114,0.279267,1.91457,0.054711,90.0888,26.8225,233.222,122.0,,
2020-02-08 13:33:02,0.203422,0.277305,2.61899,0.054711,90.3423,26.8276,229.142,122.0,,
2020-02-08 13:33:03,0.205463,0.278804,2.61831,0.054711,90.1744,26.824,230.694,122.0,,
2020-02-08 13:33:04,0.201627,0.277392,2.68799,0.054711,89.9423,26.8314,229.145,122.0,,
2020-02-08 13:33:05,0.2060929999999999,0.278338,2.81402,0.054711,89.9479,26.8376,237.185,122.664,,
2020-02-08 13:33:06,0.20122,0.27703,2.69498,0.054711,90.00399999999999,26.8274,228.33,122.338,,
2020-02-08 13:33:07,0.205235,0.2786659999999999,2.45282,0.054711,90.0557,26.8274,230.365,122.0,,
2020-02-08 13:33:08,0.2021089999999999,0.275833,2.64804,0.054711,89.944,26.8337,203.596,122.664,,
2020-02-08 13:33:10,0.203765,0.277589,2.7151,-0.2732159999999999,90.1105,26.8347,241.519,122.338,,
2020-02-08 13:33:11,0.20295,0.275331,2.59344,0.054711,90.1277,26.8253,224.463,122.0,,
2020-02-08 13:33:12,0.202817,0.278494,2.52381,0.054711,90.2516,26.8399,223.794,122.0,,
2020-02-08 13:33:13,0.202589,0.274347,2.68423,0.054711,90.682,26.8302,215.521,122.0,,
2020-02-08 13:33:14,0.203102,0.273957,2.6482,0.054711,90.07,26.8392,235.032,122.0,,
2020-02-08 13:33:15,0.203247,0.279794,2.9835,0.054711,90.0795,26.8382,246.609,122.0,,
2020-02-08 13:33:16,0.203166,0.274609,3.0230200000000003,0.382638,90.0862,26.8271,234.613,122.0,,
2020-02-08 13:33:17,0.203033,0.279622,3.0103,0.382638,90.1958,26.8271,222.405,121.338,,
2020-02-08 13:33:18,0.202593,0.273657,1.79185,-0.2732159999999999,90.6321,26.8332,220.1,121.664,,
2020-02-08 13:33:19,0.203213,0.279228,2.77548,0.382638,90.2813,26.8235,246.332,121.338,,
2020-02-08 13:33:20,0.202672,0.275748,2.39463,0.054711,90.7263,26.8409,229.317,121.664,,
2020-02-08 13:33:21,0.203723,0.277862,2.26917,0.054711,90.1412,26.8393,224.564,121.338,,
2020-02-08 13:33:22,0.202784,0.276442,2.21968,0.382638,90.2507,26.8351,207.114,122.33,,
2020-02-08 13:33:23,0.2036079999999999,0.277421,2.55152,0.054711,90.695,26.8366,239.754,122.338,,
2020-02-08 13:33:24,0.20292,0.277902,2.6567,0.382638,90.1869,26.8313,230.032,121.338,,
2020-02-08 13:33:25,0.202753,0.277438,2.37515,0.382638,90.7824,26.8313,225.389,121.664,,
2020-02-08 13:33:27,0.2031079999999999,0.277126,2.71925,0.054711,90.2735,26.8471,228.738,122.0,,
2020-02-08 13:33:28,0.202156,0.277034,2.12728,0.054711,90.2536,26.845,247.332,122.0,,
2020-02-08 13:33:29,0.20289,0.2762409999999999,3.11332,0.054711,90.5773,26.8374,246.602,122.0,,
2020-02-08 13:33:30,0.201966,0.277646,2.73317,-0.2732159999999999,90.4893,26.8346,233.273,122.0,,
2020-02-08 13:33:31,0.201456,0.276559,1.19764,0.054711,90.7512,26.8405,217.493,122.0,,
2020-02-08 13:33:32,0.201153,0.275333,2.71707,0.382638,90.6583,26.8372,229.601,122.0,,
2020-02-08 13:33:33,0.200731,0.276152,1.46545,0.382638,90.7569,26.8393,249.688,121.338,,
2020-02-08 13:33:34,0.199016,0.27409,3.18853,0.382638,90.8278,26.8393,235.797,120.338,,
2020-02-08 13:33:35,0.199765,0.277655,2.72596,0.382638,90.7606,26.8358,230.0,121.33,,
2020-02-08 13:33:36,0.199934,0.27371,2.60297,0.382638,90.7794,26.8316,237.174,122.0,,
2020-02-08 13:33:37,0.200594,0.279069,2.8808700000000003,0.054711,90.6066,26.8465,238.036,121.338,,
2020-02-08 13:33:38,0.200649,0.274416,2.78471,0.382638,90.6217,26.8415,221.598,121.664,,
2020-02-08 13:33:39,0.201409,0.276623,2.60672,0.054711,90.7206,26.8439,224.104,121.338,,
2020-02-08 13:33:40,0.199666,0.275933,2.70808,0.382638,90.8677,26.8468,251.265,121.664,,
2020-02-08 13:33:42,0.202483,0.274525,2.16948,0.054711,90.9434,26.841,215.908,121.338,,
2020-02-08 13:33:43,0.199471,0.276588,2.16113,0.054711,90.7192,26.841,210.433,121.0,,
2020-02-08 13:33:44,0.202194,0.274802,2.59852,0.054711,91.0112,26.8379,239.752,121.0,,
2020-02-08 13:33:45,0.199977,0.275592,2.80612,0.382638,90.8657,26.8471,238.158,121.664,,
2020-02-08 13:33:46,0.20177,0.276789,2.94644,0.382638,90.8085,26.8435,239.835,121.664,,
2020-02-08 13:33:47,0.201679,0.275865,1.97634,0.382638,90.9374,26.8562,229.229,121.338,,
2020-02-08 13:33:48,0.201017,0.275965,2.152,-0.601143,91.0373,26.8448,242.385,121.664,,
2020-02-08 13:33:49,0.2017509999999999,0.277071,2.5933,0.054711,90.927,26.8494,229.081,121.338,,
2020-02-08 13:33:50,0.201338,0.275605,1.76899,0.382638,90.8538,26.8474,225.003,121.0,,
2020-02-08 13:33:51,0.2012789999999999,0.277491,2.30698,0.382638,90.9358,26.8474,225.038,121.664,,
2020-02-08 13:33:52,0.201235,0.274312,2.09999,0.382638,90.9208,26.852,238.088,122.0,,
2020-02-08 13:33:53,0.200758,0.2775559999999999,1.88571,0.054711,91.0189,26.8464,233.59,122.0,,
2020-02-08 13:33:54,0.2013319999999999,0.274565,3.12715,0.054711,90.9025,26.8499,250.30900000000003,122.0,,
2020-02-08 13:33:55,0.201141,0.277925,2.58747,-0.2732159999999999,91.0833,26.8607,221.257,122.0,,
2020-02-08 13:33:56,0.200541,0.274343,2.57977,0.054711,91.1054,26.8473,219.679,121.338,,
2020-02-08 13:33:57,0.201395,0.276209,2.6354900000000003,0.054711,91.0095,26.8461,211.741,121.0,,
2020-02-08 13:33:59,0.2011599999999999,0.276266,2.01583,0.054711,91.1323,26.8517,207.109,121.664,,
2020-02-08 13:34:00,0.201731,0.2760559999999999,2.57166,0.054711,90.884,26.8517,227.24400000000003,120.677,,
2020-02-08 13:34:01,0.201247,0.27564,2.77455,0.382638,90.9253,26.8498,224.486,121.33,,
2020-02-08 13:34:02,0.201795,0.276514,3.1126400000000003,0.710565,91.2672,26.8463,235.094,121.338,,
2020-02-08 13:34:03,0.202016,0.277079,2.29682,0.054711,91.3599,26.8531,229.305,121.0,,
2020-02-08 13:34:04,0.20096,0.275494,2.71997,0.382638,91.1287,26.8518,225.04,121.664,,
2020-02-08 13:34:05,0.202653,0.276961,1.53245,0.054711,90.5357,26.8518,215.503,121.338,,
2020-02-08 13:34:06,0.201208,0.275848,2.87437,0.382638,90.3565,26.8501,226.643,121.0,,
2020-02-08 13:34:07,0.202682,0.276791,2.39633,-0.2732159999999999,91.2119,26.8619,225.264,121.664,,
2020-02-08 13:34:08,0.201065,0.275092,2.6928400000000003,-0.2732159999999999,90.6439,26.8619,231.686,121.338,,
2020-02-08 13:34:09,0.202413,0.276785,1.29619,0.710565,91.3118,26.8531,208.895,121.664,,
2020-02-08 13:34:10,0.200955,0.275145,2.8041400000000003,0.710565,90.8604,26.8566,235.549,121.338,,
2020-02-08 13:34:11,0.202565,0.276373,2.48299,0.710565,91.3137,26.8519,221.394,121.0,,
2020-02-08 13:34:12,0.201133,0.275913,3.13148,0.382638,91.3647,26.8552,240.555,121.664,,
2020-02-08 13:34:13,0.202975,0.275731,2.71226,0.382638,91.0013,26.8576,228.926,122.0,,
2020-02-08 13:34:14,0.201453,0.276126,2.9231,0.382638,90.9619,26.8548,233.728,122.0,,
2020-02-08 13:34:15,0.203166,0.2766079999999999,2.22681,0.054711,91.374,26.8571,226.15,122.0,,
2020-02-08 13:34:17,0.20127,0.276737,2.65268,0.054711,90.9544,26.853,224.624,121.338,,
2020-02-08 13:34:18,0.203545,0.277095,2.71539,0.054711,90.8122,26.853,229.382,121.664,,
2020-02-08 13:34:19,0.201336,0.276208,2.81852,0.382638,90.7834,26.857,226.929,121.338,,
2020-02-08 13:34:20,0.203399,0.277351,2.92686,0.054711,91.1972,26.8545,241.73,121.664,,
2020-02-08 13:34:21,0.201407,0.276177,2.44353,0.054711,91.4053,26.8545,221.683,121.338,,
2020-02-08 13:34:22,0.201401,0.276002,2.5111,0.054711,90.8012,26.856,215.566,121.338,,
2020-02-08 13:34:23,0.20292,0.277123,2.24999,0.054711,90.637,26.8643,228.04,121.664,,
2020-02-08 13:34:24,0.202003,0.276353,2.56979,0.710565,90.7902,26.8542,238.929,121.338,,
2020-02-08 13:34:25,0.203256,0.278263,2.18847,0.382638,90.6554,26.8649,240.125,121.664,,
2020-02-08 13:34:26,0.202048,0.27523,2.0739400000000003,0.382638,90.8113,26.8649,233.382,122.0,,
2020-02-08 13:34:27,0.203126,0.278868,2.4812,0.054711,90.7862,26.8603,225.444,122.0,,
2020-02-08 13:34:28,0.201929,0.274207,2.35571,0.382638,90.9043,26.8674,243.124,122.0,,
2020-02-08 13:34:29,0.203254,0.279055,2.15519,0.054711,90.6914,26.8654,235.833,122.0,,
2020-02-08 13:34:30,0.202394,0.275154,2.16975,0.382638,90.6454,26.8508,238.852,122.664,,
2020-02-08 13:34:31,0.203153,0.277857,2.07999,-0.2732159999999999,90.7978,26.8639,227.943,122.338,,
2020-02-08 13:34:33,0.2020539999999999,0.27579,2.52577,0.382638,90.773,26.8603,223.486,121.338,,
2020-02-08 13:34:34,0.203595,0.278101,2.49742,0.054711,90.8424,26.8616,244.904,121.664,,
2020-02-08 13:34:35,0.201889,0.276363,2.2919400000000003,0.710565,90.6664,26.8603,239.196,122.0,,
2020-02-08 13:34:36,0.203646,0.277887,2.57094,0.054711,90.7608,26.8723,240.549,121.338,,
2020-02-08 13:34:37,0.201434,0.278046,3.10397,0.054711,90.7526,26.8573,251.862,121.664,,
2020-02-08 13:34:38,0.201625,0.276807,2.40694,0.054711,90.9229,26.8573,228.402,122.0,,
2020-02-08 13:34:39,0.202689,0.276321,2.56711,-0.601143,90.9333,26.8676,226.631,122.0,,
2020-02-08 13:34:40,0.200964,0.27653,2.4602,0.054711,90.7807,26.8673,218.205,122.0,,
2020-02-08 13:34:41,0.20078,0.275502,3.0298,0.054711,90.8002,26.8661,235.331,122.0,,
2020-02-08 13:34:42,0.199534,0.275357,2.65212,0.054711,90.6518,26.8704,233.248,121.338,,
2020-02-08 13:34:43,0.200691,0.276844,2.88061,0.054711,90.5834,26.8694,245.606,121.0,,
2020-02-08 13:34:44,0.2005819999999999,0.2747489999999999,2.91862,0.054711,90.6741,26.8677,223.261,121.664,,
2020-02-08 13:34:45,0.201456,0.278072,2.90396,0.054711,90.682,26.8682,206.892,122.0,,
2020-02-08 13:34:46,0.201179,0.274142,2.86733,0.054711,90.5654,26.8716,236.717,122.0,,
2020-02-08 13:34:47,0.201656,0.278369,3.05417,0.054711,91.241,26.8708,218.205,122.0,,
2020-02-08 13:34:48,0.201256,0.275102,1.44434,0.054711,90.6573,26.8708,220.715,122.0,,
2020-02-08 13:34:49,0.2018589999999999,0.2775019999999999,2.82781,0.054711,91.147,26.8708,234.287,122.0,,
2020-02-08 13:34:50,0.201533,0.27457,2.80555,0.382638,91.3925,26.8745,224.112,122.0,,
2020-02-08 13:34:52,0.202535,0.277921,2.6572400000000003,0.054711,90.6303,26.8746,228.314,122.0,,
2020-02-08 13:34:53,0.20218,0.274233,2.50867,0.054711,91.0215,26.8738,229.46400000000003,122.0,,
2020-02-08 13:34:54,0.202958,0.278955,1.7947,-0.2732159999999999,91.0884,26.8722,226.338,121.338,,
2020-02-08 13:34:55,0.202142,0.273675,2.11039,0.054711,91.3434,26.8774,229.44,122.33,,
2020-02-08 13:34:56,0.202968,0.278913,2.53479,0.382638,91.1781,26.8773,221.335,121.677,,
2020-02-08 13:34:57,0.203006,0.278176,1.78388,0.054711,91.3868,26.8755,220.416,122.0,,
2020-02-08 13:34:58,0.20165,0.2749769999999999,1.93663,0.054711,91.4091,26.8755,233.562,122.0,,
2020-02-08 13:34:59,0.203455,0.27775,2.12854,0.054711,91.2651,26.8796,249.643,122.0,,
2020-02-08 13:35:00,0.201956,0.276255,2.49631,0.054711,91.3436,26.8721,236.765,121.338,,
2020-02-08 13:35:01,0.203732,0.276862,1.77498,0.382638,91.3471,26.8698,230.408,121.664,,
2020-02-08 13:35:02,0.202208,0.276628,2.18757,0.054711,91.4359,26.8696,235.981,122.0,,
2020-02-08 13:35:03,0.203388,0.276921,2.59247,0.054711,91.5322,26.8738,226.787,122.0,,
2020-02-08 13:35:04,0.201756,0.276941,2.1304,0.382638,91.4333,26.8799,228.136,122.664,,
2020-02-08 13:35:05,0.203337,0.275863,1.10258,0.710565,91.3338,26.8774,207.957,122.338,,
2020-02-08 13:35:06,0.202889,0.279188,2.5835,0.054711,91.4644,26.8805,220.186,122.0,,
2020-02-08 13:35:07,0.202892,0.2762469999999999,2.59213,0.054711,91.4116,26.8805,247.061,122.664,,
2020-02-08 13:35:08,0.202663,0.278133,2.34228,0.054711,91.5159,26.8789,221.83,122.338,,
2020-02-08 13:35:09,0.202927,0.276576,2.82599,0.054711,91.5381,26.8714,247.629,122.0,,
2020-02-08 13:35:10,0.202803,0.277764,2.63721,0.054711,91.5433,26.8805,227.858,122.0,,
2020-02-08 13:35:12,0.202641,0.277407,2.89982,0.054711,91.4687,26.8863,231.031,122.0,,
2020-02-08 13:35:13,0.202956,0.276692,2.53872,0.054711,91.4909,26.8931,220.812,122.0,,
2020-02-08 13:35:14,0.202348,0.277728,2.73273,0.382638,91.5249,26.8815,228.067,122.664,,
2020-02-08 13:35:15,0.203967,0.2766369999999999,1.16224,0.382638,91.5556,26.8815,216.861,122.337,,
2020-02-08 13:35:16,0.201349,0.277308,2.74667,0.382638,91.477,26.8871,233.377,121.337,,
